,puntuacion,datos_direccion,datos_guion,argumento,duracion_minutos,nombre_peli,anio_peli
1568,6.7,Marie Tang,Sahag Gureghian,A former runaway returns home for her father's birthday with a mysterious gift that could be the key to unlocking the past she can't remember.,14,the birthday gift,2008
1569,-,['Douglas Maxwell Myer'],['Douglas Maxwell Myer'],-,4,living in the country,2008
1570,-,P. Tavares,P. Tavares,Clarice is a painter living in the middle of the 20th century while trying to survive an emotional breakdown that is slowly leading her to her doom.,13,âmago,2008
1571,-,Damian Horan,Damian Horan,In a blink he was gone. Now she will do anything to bring him back.,6,blink,2008
1572,-,-,Wes Barlow,-,-,reve,2008
1573,-,Miguel Ángel Muñiz,Miguel Ángel Muñiz,-,21,no es tarde,2008
1574,-,Myriam Papantoniou,-,-,30,"kaffee, kuchen und heizdecke",2008
1575,-,David Ceron,-,A young man examines the stress of being homeless and neglected by his mother.,9,stray,2008
1576,6.4,"['Andrew Okpeaha', 'Mac Lean']","['Andrew Okpeaha', 'Mac Lean']","An Inuit hunter drives his dog team out on the frozen Arctic Ocean in search of seals, but instead, becomes a witness to murder.",15,sikumi,2008
1577,-,['Justin R Durban'],['Justin R Durban'],A young man with and his new family undergo daily struggles and obstacles in order to succeed in having a better life.,-,solecism,2008
1578,6.0,Nick Oceano,Nick Oceano,"A sheltered, sensitive teenager visits his tough, older cousin in Laredo, Texas and learns a hard lesson about what it means to be a man.",15,el primo,2008
1579,-,Luis Villegas,-,-,-,circus no,2008
1580,-,Bram Schilling,Bram Schilling,Meditation on suicide. A man (Janusz Madej) locked in the rundown apartment considers ending his life. He has a vision of 4 versions of himself which are trying to fight for his life.,10,10 min.sane,2008
1581,7.1,['Sam Taylor Johnson'],Patrick Marber,Two teenagers are drawn together by the Buzzcocks' single 'Love You More' during the summer of 1978.,15,love you more,2008
1582,,,,,,man,2008
1583,7.8,Xuan Jiang,Xuan Jiang,"Based on a real life event, a young Chinese woman boards a bus with her boyfriend to head home to meet his parents. What was supposed to be a joyful holiday turns unpredictable when a pair of countryside crooks hijack their bus. Traveling through China's dangerous mountain passes, the passengers must decide how much they are willing to sacrifice for their own safety.",20,august 15th,2008
1584,6.2,Benedict Campbell,Benedict Campbell,"Alex has a crush on her brother's friend, Jesse. But Jesse likes Alex's brother, Taylor. Alex knows something is up with her brother. Caught in an awkward position, Taylor takes Alex and Jesse to his favorite spot.",16,lloyd neck,2008
1585,8.2,['Benjamin M Piety'],['Benjamin M Piety'],A visual mix tape highlighting the simultaneous holding on to-and letting go of-lost love. Told through the songs and moments of a simple lazy morning.,14,sunlit shadows,2008
1586,-,Roberto Bentivegna,"['Roberto Bentivegna', 'Eli Kooris']","Angelica, a young Mexican schoolteacher, tries to buy a Green Card by marrying a lonely gentle giant. Will she find the American dream?",12,el otro lado,2008
1587,7.0,['Wing Yee Wu'],Hart Eddy,"Aida and Josef try to communicate past the distance from point A to point B. An exposed space, clearly visible to snipers, prevents them from doing so.",14,4960,2008
1588,7.2,Daniel Cormack,Ben Clover,"A woman takes a shortcut and is followed by a stranger. She is scared and is thinking whether she should run or not. Out of the blue, she decides to turn around and she sees nothing but a cell phone on the floor. In flashback, we see the stranger embarrassed for the reaction of the woman. He is aware that she believes that he might be a rapist following her, and he de... Leer todo",2,nightwalking,2008
1589,8.2,Phillip Barker,Phillip Barker,"A scientist swims underwater at night, her body adorned with pulsing electric lights. A blind man sends giant soap bubbles floating across a lake, filled with his memories. Children play innocently on a raft, as they drift downstream towards the edge of a perilous waterfall. Night Vision is a story 'made-up' by a woman undergoing a psychological test. A story about pe... Leer todo",24,night vision,2008
1590,5.1,Ask Hasselbalch,Roni Ezra,"Mille, a teenage girl, has been forced to babysit for the evening. Mille is interrupted by a woman, who has a hidden agenda. Mille and the woman make a secret alliance against the family - an alliance, which will have horrific consequences foe everyone involved.",27,alliancen,2008
1591,7.8,Kenny Doughty,Caroline Carver,"YOU ME AND CAPTAIN LONGBRIDGE captures a journey into the soul of 11 year old Luke Stanton. Isolated by the abrupt death of his father, Luke struggles to come to terms with his inner feelings of hurt and loss. It is only when his imagination begins to take over that Luke begins to find an outlet for his raw emotion set against a majestic world of fantasy.",15,you me and captain longbridge,2008
1592,-,Jonathan Sale,Rolin Jones,"Pulitzer Prize nominated author Rolin Jones, producer and writer of Showtimes Emmy and Golden Globe winning series, Weeds uncoils a hilarious and caustic allegory of the lengths to which people will go to ignore the horrors in the world around them. Mrs. Elsbeths life is the picture of perfection. Perfect neighborhood. Perfect house. Perfect garden. Perfect husband. ... Leer todo",19,sovereignty,2008
1593,9.3,Gavin Toomey,Gavin Toomey,"Karen escapes to Brighton from her unreliable partner taking daughter, Sally, with her. On the beach, they briefly encounter a stranger on the beach, John who seems to speak in riddles. All three characters are suspended in a state of flux, without a future or past.",9,trace,2008
1594,6.5,Maria Nygren,Maria Nygren,"A young woman, who has almost given up hope of finding love, runs into someone in a cramped elevator. Someone who revives all her longings. The only problem is that she doesn't know he is or what he looks like.",9,allt som inte syns,2008
1595,-,Nicklas Estberg,-,-,-,lisa för ögat,2008
1596,7.2,Rajeev Dassani,"['Elan Dassani', 'Rajeev Dassani', 'Elizabeth Lott']","What was a typical job escalates into a violent argument in this heart-stopping drama. Enrique is a young man far from home trying to make a living wage as a day laborer on the streets of Los Angeles. He thinks he has finally caught a break when Marcus and Kathy pick him up, along with two other immigrant laborers, to help them move. On the job Enrique meets and befri... Leer todo",17,a day's work,2008
1597,6.9,Pamela Chase,"['Sue Rowe', 'Lee Ann Taylor']","Young couple, Will (Larry Bagby) and Nicole (LeeAnn Taylor), have everything going for them: a great marriage, beautiful home, and a baby on the way. Despite previous miscarriages, however, they are hopeful that this baby will be the child they've waited for. But everything in their world changes when Nicole's mentally disabled sister, Ali (Sue Rowe), is sent to live ... Leer todo",20,bluetiful,2008
1598,6.2,Ivica Zubak,Ivica Zubak,Love through life's various ages.,5,plantera kyssar,2008
1599,-,"['Rodolphe Bertrand', 'Marianne Tardieu']","['Rodolphe Bertrand', 'Marianne Tardieu']","At the age of fifty, the members of Gueules Noires, a leading group in the alternative rock scene, are reforming for a new tour. Their leader, Baku, gave up everything to take over the group and find the stage, his life.",36,les gueules noires,2008
1600,8.2,Levan Akin,"['Levan Akin', 'Erika Stark']",In the blink of an eye everything can change and life as you know it will never be the same again. Everybody keeps telling little Hugo how it is. But Hugo is certain that things are not as they seem. He knows that he can't move with his mother and baby sister and leave everything behind. Especially not his older brother and best friend Simon.,20,de sista sakerna,2008
1601,7.2,Robert Warzecha,"['Brian Berk', 'Ben Godar', 'Robert Warzecha']",A neglectful father's past catches up to him when his Nazi son returns home to discover he has been harboring a family of Jews.,15,fatherland,2008
1602,5.3,Frauke Thielecke,Florian Öller,-,13,dunkelrot,2008
1603,,,,,,la sombra,2008
1604,,,,,,k,2008
1605,-,Mathias Jonsson,Mathias Jonsson,-,8,länge leve sverige,2008
1606,5.5,Andrea Östlund,"['Helene Lindholm', 'John Ajvide Lindqvist']",-,27,majken,2008
1607,-,Fabrice Camoin,"['Fabrice Camoin', 'Sylvain Desclous']","Ana, in her late twenties, shares her time between her handball team and the pet shop she has inherited from her mother. One day, while playing a match, she gets badly wounded and little by little her life goes off balance. But after a long convalescence, a ray of hope seems to cast away the shadows that have temporarily clouded her life.",34,l'autre rive,2008
1608,-,Ridha Tlili,Ridha Tlili,"A man discovers that he has been declared dead according to official records. He looks for a sign, evidence of life or of death.",20,ayan kan,2008
1609,-,['Oscar A Rosas'],['Oscar A Rosas'],-,7,exodus 4:24,2008
1610,-,['Tom Fern Calvo'],['Tom Fern Calvo'],"Vivian returns from the hospital after a severe car accident, to the home of her best friend Gabrielle and her husband Michael. She moves in believing that their home is the only place she can heal her physical and emotional wounds. Vivian's mother disagrees with her decision, but this is not the only decision Vivian must live with. Her attraction to Michael proves di... Leer todo",15,surviving,2008
1611,-,Larry Bryant,Larry Bryant,"After serving 20 years in prison, Clifford comes home to live with his daughter Keisha, in hopes of making up for lost time. But the road to redemption will be harder than he thinks when he realizes that he has to deal with Keisha's live-in boyfriend, Boris, who is a mirror image of Clifford as a young man.",16,urban genesis,2008
1612,-,Malik Amara,Malik Amara,An old fisherman dies and resuscitates several times. The man is a despicable character and his resurrections give rise in the first place to general curiosity. But superstition soon takes over in the villagers' hearts. They believe nature should reclaim its rights.,18,ymout el'hout,2008
1613,-,['Murad Ben Cheikh'],['Murad Ben Cheikh'],"The sole pleasure of Ala, a literature professor and poetry lover, is to share drunkenness with poets. «The Epistle of Mercy», a work about Heaven and Hell, written nearly a thousand years ago, is the subject of the day. In his inebriation, the waitress and bar owner become characters from this work.",14,lel'ghonfrani jannatun wa jahim,2008
1614,6.9,Daniel Barber,"['Elmore Leonard', 'Joe Shrapnel']","A white woman is kidnapped from her home by Apache Indians who then trade her to the Mojave Indians. She lives as a squaw for 11 years until she is found by her husband. Considering her unfit for society, he keeps her in a shack in the desert. Her solitary existence is transformed by the arrival of a Mexican who befriends her, reignites her self-worth, and increases h... Leer todo",35,the tonto woman,2008
1615,-,Laron Austin,-,-,13,b.a.m.,2008
1616,7.1,Magali Gauthier,"['Magali Gauthier', 'Kevin Richardson']","James and Topia fall in love at first sight, but they live in a world where their relationship is frowned upon. Will they try to live their love anyway? And go beyond intolerance?",30,f.y.t.,2008
1617,-,Aleksandar Jovanovic,Aleksandar Jovanovic,-,8,hab keine angst mein herz,2008
1618,7.7,Magne Pettersen,Magne Pettersen,"A woman pulls a time machine across a vast landscape. Her arrival on a remote shore sets off irregular occurrences within time and space. What is she hiding, and why did she come here in the first place?",8,zoom de temps,2008
1619,7.1,Mark Monheim,"['Mark Monheim', 'Martin Rehbock']",-,30,mit sechzehn bin ich weg,2008
1620,7.4,Jen Kleiner,"['Danny Klein', 'Jen Kleiner', 'Diana Romero']","Niña Quebrada is the story of Lucena, a teenage girl who runs away from her family in Mexico for the love of a boyfriend who promises her a better life in Los Angeles. The reality, unbeknown to her, is that she has been sold into sex slavery. Against the backdrop of an illegal cockfighting ring, Lucena must fight for her life to escape the horrors of this nightmarish ... Leer todo",23,niña quebrada,2008
1621,-,Mara Ravins,Mara Ravins,"Two strangers meet. One moment, one sentence, one choice sets their lives on a dramatically different course. A poetically urban exploration of violence and grace.",18,solace,2008
